Datetime,AAPL,ABBV,ABT,ACN,ADBE,AIG,AMD,AMGN,AMT,AMZN,AVGO,AXP,BA,BAC,BK,BKNG,BLK,BMY,BRK-B,C,CAT,CHTR,CL,CMCSA,COF,COP,COST,CRM,CSCO,CVS,CVX,DE,DHR,DIS,DUK,EMR,F,FDX,GD,GE,GILD,GM,GOOG,GOOGL,GS,HD,HON,IBM,INTC,INTU,JNJ,JPM,KO,LIN,LLY,LMT,LOW,MA,MCD,MDLZ,MDT,MET,META,MMM,MO,MRK,MS,MSFT,NEE,NFLX,NKE,NVDA,ORCL,PEP,PFE,PG,PM,QCOM,RTX,SBUX,SCHW,SO,SPG,TGT,TMO,TMUS,TSLA,TXN,UNH,UNP,UPS,USB,V,VZ,WFC,WMT,XOM,DOW,PYPL,KHC,T
2023/3/4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,-1,0,0,0,-1,0,0,0,0,0,0,1,-1,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0
2023/3/5,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,-1,1,0
2023/3/6,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,-1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,-1,1,1,1,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,-1,0,0,0,1,1,1,1,1
2023/3/7,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,-1,-1,0,0,-1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,1,1,1,0,0,0,-1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,-1,0,-1,0,0,-1,-1,0,0,0,1,0,0,1,0
2023/3/8,0,1,0,0,1,0,0,1,0,0,1,1,0,-1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,-1,1,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,-1,1,0,1,-1,0,0,0,0,1,0,-1,0,0,0
2023/3/9,-1,1,0,1,0,1,1,1,0,-1,0,0,-1,1,0,1,0,1,0,0,1,1,0,0,-1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,-1,0,0,0,0,0,0,-1,1,0,-1,1,1,0,0,1,0,0,-1,1,0,0,0,0,1,0,0,0,-1,1,1,1,0,1,0,-1,0,0,0,0,0,0,0,1,0,-1,1,-1,0,0,0,-1,1,1,0,1,0
2023/3/10,0,0,0,1,1,0,0,0,0,1,1,1,1,0,-1,0,-1,1,0,0,-1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,1,-1,0,-1,0,1,0,-1,1,0,1,-1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,-1,0,1,-1,1,1,0
2023/3/11,0,0,0,-1,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,-1,0,0,-1,0,-1,1,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,1,0,0,0,0,1,-1,-1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0
2023/3/12,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,1,0,0,0,0,0,0,0,-1,1,0,1,1,0,0,0,0,0,0,-1,-1,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,0,-1,-1,0,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,1,0,-1,0,0
2023/3/13,1,1,0,1,0,0,1,1,0,1,0,0,0,0,-1,1,-1,0,-1,1,1,0,0,0,1,0,-1,1,1,-1,1,1,0,0,0,0,0,-1,1,0,1,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0
2023/3/14,0,0,0,1,1,1,1,1,0,1,1,1,0,-1,0,-1,0,0,0,-1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,-1,0,1,0,-1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0
2023/3/15,0,1,0,1,1,0,0,-1,0,1,1,0,0,0,0,1,-1,1,0,1,1,1,0,1,0,-1,0,1,0,0,-1,1,1,0,0,-1,0,0,1,0,1,0,1,1,0,-1,1,1,1,1,0,-1,0,0,1,1,0,1,1,0,1,0,1,1,0,1,0,0,1,0,-1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,-1,0,-1,0,0,-1,-1,0,1,0,0,0
2023/3/16,1,0,0,1,0,0,1,-1,0,1,0,1,-1,1,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,-1,1,-1,-1,1,0,0,0,0,1,0,1,1,0,-1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,-1,0,1,0,1,0,0,0,1,1,0,1,1,-1,1,1,0,0,0,0,0,0,0,0,0,0
2023/3/17,0,0,-1,1,1,0,1,0,0,1,1,0,0,-1,1,0,-1,0,0,-1,-1,0,0,0,0,0,-1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,-1,0,0,0,0,1,1,1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,-1,0,0,-1,1,1,1,0,1,0
2023/3/18,0,0,0,0,0,-1,-1,1,0,0,0,1,-1,-1,-1,0,0,0,1,-1,0,0,0,0,-1,0,-1,0,0,0,-1,-1,0,0,0,0,0,0,0,0,-1,-1,0,0,0,1,0,0,0,-1,0,-1,0,1,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,-1,-1,0,0,-1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2023/3/19,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,1,0,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,1,0,0,0
2023/3/20,0,0,0,1,0,0,1,0,-1,0,0,0,0,-1,-1,0,-1,1,0,-1,0,1,0,0,0,-1,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,1,-1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,-1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,1,0,-1,0,0,0
2023/3/21,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,-1,0,0,0,1,0,-1,1,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,-1,1,0,0,0
2023/3/22,0,1,0,1,1,1,1,0,0,1,1,0,-1,-1,0,0,1,1,0,0,1,0,0,0,0,-1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,-1,0,0,0,0,1,1,0,0,0,1,0,1,1,-1,-1,1,-1,0,1,0,1,0,0,1,0,0,1,0,-1,1,-1,0,1,0,0,1,0,-1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,-1,1,0,0,0
2023/3/23,0,1,0,1,0,1,0,0,0,0,1,0,1,-1,0,1,0,0,0,1,1,1,0,0,-1,1,0,-1,1,0,1,1,1,0,-1,0,-1,1,1,0,0,1,0,0,1,-1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,-1,-1,0,0,0,0,0,0,1,0,0,1,0
2023/3/24,0,0,0,1,1,1,1,0,0,0,1,0,-1,0,1,1,-1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1,1,1,0,1,0,-1,0,1,1,-1,0,1,0,1,1,0,-1,0,1,1,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,0,0,-1,1,1,-1,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2023/3/25,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,-1,0,0,0
2023/3/26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,1,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,-1,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0
2023/3/27,0,0,0,1,1,1,0,0,0,1,1,0,1,-1,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,-1,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,1,0,-1,1,0,1,1,0,0,-1,0,0,1,0,0,1,1,1,-1,0,0,-1,1,1,0,0,0,0,-1,1,0,0,0
2023/3/28,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,-1,1,0,1,-1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,-1,0,0,1,0,0,1,0,1,0
2023/3/29,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1,-1,0,0,0,1,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,-1,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,-1,-1,1,0,1,1,1,-1,0,1,1,1,1,0,0,1,0,0,1,0,1,0
2023/3/30,0,1,0,1,1,0,1,0,0,0,0,-1,1,1,0,0,-1,1,-1,-1,0,0,0,0,0,0,0,-1,1,-1,0,0,0,0,0,0,0,1,1,0,0,-1,0,0,0,0,0,1,1,0,0,-1,0,-1,0,0,0,-1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,-1,1,0,0,0,-1,-1,0,1,0,1,-1,0,0,0,0,1,0,0,0,1,0,1,-1,1,0
2023/3/31,0,0,0,1,1,0,1,1,1,1,1,1,-1,0,0,0,-1,1,1,0,-1,0,0,0,0,0,0,1,1,0,1,-1,0,0,0,1,0,1,1,0,-1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,-1,1,0,0,0,1,0,0,1,0,0,0,0,0,-1,0,1,0,0,0,1,0,0,-1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,-1,1,-1,0,0,0
2023/4/1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,1,1,0,0,0,0,-1,0,0,0,-1,0,1,0,0,0,0,-1,0,0,1,0,0,-1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0
2023/4/2,-1,1,0,0,0,0,0,0,1,0,0,1,-1,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,-1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,1,0,-1,-1,1,0,0,0,0,-1,-1,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0
2023/4/3,1,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,-1,1,0,-1,1,1,-1,0,0,0,0,1,0,1,-1,-1,-1,1,1,1,0,0,0,0,0,-1,1,1,0,0,-1,0,0,1,0,0,0,0,1,0,-1,0,0,-1,1,0,1,1,0,0,1,0,0,-1,0,0,0,1,1,0,-1,0,0,0,0,-1,0,0,-1,0,-1,-1,0,0
2023/4/4,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,-1,1,1,-1,1,0,1,0,0,0,1,1,1,0,1,1,0,0,0,0,-1,1,1,0,1,1,0,0,0,1,1,1,-1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,-1
2023/4/5,0,1,0,1,1,1,0,1,0,1,0,1,0,1,-1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,0,0,-1,-1,1,0,1,0,0,0,1,0,1,0,-1,1,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,1,1,-1,-1,0,1,0,0
2023/4/6,0,0,0,1,0,0,1,0,0,1,1,0,0,-1,0,0,-1,1,0,1,1,0,0,0,-1,0,0,1,1,1,0,1,1,-1,-1,0,0,0,1,1,0,-1,0,0,-1,0,1,1,0,1,0,0,1,0,1,1,0,0,1,1,1,0,-1,0,0,0,0,0,0,0,1,1,1,1,-1,1,0,1,0,0,1,0,0,1,1,1,0,0,-1,0,-1,1,0,0,0,1,1,1,0,1,0
2023/4/7,0,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-1,1,1,1,0,0,0,0,1,0,0,0,-1,0,0,0,0,-1,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,1,1,-1,0,1,0,0,-1,0,0,1,0,0,0,-1,0,0,0,0,1,0
2023/4/8,0,0,0,0,0,0,0,0,0,1,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0
2023/4/9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,-1,1,0,0,0,0,-1,0,0,-1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,-1,0,0,1,0,0
2023/4/10,0,1,0,1,1,0,-1,0,0,0,1,0,1,-1,1,0,1,1,0,-1,0,0,0,0,0,1,-1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,-1,0,1,1,0,0,0,-1,0,1,1,1,0,0,0,0,1,0,0,1,0,1,-1,0,0,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,-1,0,0,-1,0,1,-1,0,1,-1,0,0,0
2023/4/11,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,-1,1,1,1,1,0,1,0,0,0,1,1,1,0,-1,0,1,0,0,1,0,0,1,0,1,0,0,0,-1,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,0,1,1,0,1,1,1,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,1,-1,1,1,0,0,0
2023/4/12,0,1,0,1,1,-1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,-1,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,-1,1,0,1,0,0,0
2023/4/13,0,1,0,0,0,0,1,0,0,-1,1,0,1,0,0,0,-1,1,0,1,0,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,-1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,-1,0,1,1,1,1,-1,0,1,0
2023/4/14,0,0,1,1,1,-1,1,0,0,1,0,1,0,0,0,0,-1,1,0,1,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,0,1,0,1,1,1,1,0,0,-1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,1,1,0,1,0,0,-1,1,1,0,-1,0,0,1,1,0,1,-1,1,1,1,-1,0,1,1,1,1,1,1,1,0
2023/4/15,0,0,0,-1,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,1,-1,0,-1,0,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,0,0,1
2023/4/16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,-1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,-1,0,1,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0
2023/4/17,-1,1,1,1,0,0,0,0,0,-1,1,1,1,-1,0,1,1,1,0,1,1,0,0,0,0,-1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,-1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,1,1,0,-1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,-1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,-1,1,-1,1,1,0
2023/4/18,0,1,0,1,1,0,1,0,0,1,1,1,1,1,1,-1,1,1,1,1,1,-1,0,1,0,-1,1,1,1,-1,0,0,1,0,0,0,1,0,0,1,1,1,-1,-1,1,-1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,-1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,-1,-1,0,1,0,1,1
2023/4/19,0,1,1,1,0,0,1,0,0,1,1,0,1,1,0,0,-1,1,0,1,1,0,0,0,1,-1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0,0,-1,1,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,-1,1,0,1,-1,1,0,0,1,0
2023/4/20,0,1,0,1,1,0,0,0,0,-1,0,-1,-1,0,0,-1,0,-1,1,-1,-1,0,0,-1,0,0,0,1,1,-1,1,0,1,-1,1,0,0,1,1,0,0,1,0,0,-1,-1,1,-1,0,-1,0,-1,0,1,-1,1,0,-1,0,0,1,1,0,1,-1,1,0,0,0,0,0,1,0,-1,1,-1,1,1,0,0,-1,1,0,1,1,0,-1,0,0,0,-1,-1,0,0,-1,0,0,-1,0,0,0
2023/4/21,0,0,1,0,-1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,-1,0,1,0,0,1,0,1,1,0,0,1,-1,1,0,0,1,0,-1,1,1,0,1,0,1,0,0,0,-1,0,0,1,1,0,0,0,0,0,0,1,1,1,-1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,-1,0,1,0,0,-1,1,0,1,0,0
2023/4/22,0,-1,0,0,0,0,-1,1,0,0,0,0,1,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0
2023/4/23,0,0,0,0,0,0,0,0,0,1,0,0,-1,1,0,0,0,0,1,1,0,0,0,0,0,0,-1,0,0,0,0,1,0,0,0,1,0,0,0,0,-1,-1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,1,0,0
2023/4/24,1,1,0,1,1,0,1,0,0,0,1,0,1,1,1,0,-1,1,0,1,1,0,0,0,0,0,0,0,1,-1,-1,1,0,0,0,1,1,0,1,0,0,1,0,0,-1,0,1,1,0,0,0,1,-1,0,0,1,-1,1,0,0,1,1,-1,1,0,1,1,0,0,0,-1,1,1,1,0,1,0,1,0,0,0,0,-1,0,1,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0
2023/4/25,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,-1,0,0,0,0,0,1,0,0,1,0,0,-1,0,0,0,1,0,1,1,0,0,-1,-1,1,0,1,0,0,0,0,-1,1,0,1,1,1,0,0,0,1,1,0,0,-1,1,0,-1,0,0,1,0,0,1,0,1,1,1,0,0,1,0,0,1,1,0,1,-1,0,0,-1,1,0,-1,-1,1,-1,1,-1,1,0
2023/4/26,0,1,0,1,0,0,1,0,1,1,1,1,-1,0,0,1,0,1,1,0,1,1,-1,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,-1,0,1,0,-1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,-1,0,1,1,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0
2023/4/27,0,-1,0,1,1,-1,1,1,0,0,1,0,-1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,-1,-1,0,0,1,1,-1,-1,0,-1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,1,-1,1,1,1,1,0,0,0,1,0,1,-1,0,1,1,1,1,0,0,0,0,0,1,1,1,1,-1,0,1,0
2023/4/28,0,1,0,1,1,-1,1,0,0,1,0,0,-1,0,-1,0,0,1,1,1,1,-1,1,1,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,-1,0,1,1,-1,0,0,-1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,-1,-1,1,0,1,0,0,0,-1,0,1,1,0,0,0,1,0,1,0,-1,0,1,1,1,1,1,0,0
2023/4/29,1,0,0,0,0,0,1,0,0,-1,0,0,0,1,0,1,0,1,1,0,1,1,0,0,-1,1,0,-1,0,1,1,1,1,0,0,1,0,1,-1,0,0,1,-1,-1,0,0,0,1,-1,0,0,-1,0,0,1,1,0,0,-1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,1,-1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0
2023/4/30,0,0,0,0,-1,0,0,0,0,1,0,0,0,-1,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0
2023/5/1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,-1,0,-1,0,0,1,1,0,0,1,1,0,1,1,1,-1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,-1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,-1,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0
2023/5/2,0,1,0,1,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,-1,0,0,0,1,0,1,0,-1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,-1,0,1,1,1,1,0,-1,0,0,1,-1,0,0,-1,1,-1,0,1,1,0,-1,-1,0,0,-1,0,1,1,1,-1,1,0,1,0,0,-1,0,0,1,1,1,1,0,0,0
2023/5/3,0,0,0,1,0,1,1,0,0,1,-1,0,-1,1,0,0,-1,1,1,-1,-1,0,0,0,0,-1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,-1,0,1,1,1,0,0,-1,1,1,1,0,0,0,0,0,1,0,-1,0,0,1,-1,1,0,0,0,1,1,0,1,-1,0,-1,0,-1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,-1,1,0,1,0
2023/5/4,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,-1,1,1,0,0,0,0,0,0,1,0,0,0,-1,1,0,0,0,0,1,0,0,0,0,1,-1,0,0,0,0,0,0,1,1,0,1,0,-1,0,0,-1,1,1,0,1,1,-1,0,0,0
